Sample,Sample_source_name,OGT,OGA
GSM425837,stage: IC,-0.5421854035461471,-0.2533805598716096
GSM425838,stage: IC,2.2623531059347632,4.286524828746488
GSM425839,stage: IC,1.0356770402260418,1.0505108497325155
GSM425840,stage: IC,-0.2019210898722126,-0.6636155427521531
GSM425841,stage: IC,-0.6648043693444337,-0.0034807703521027075
GSM425842,stage: IC,-1.0279519555753873,0.8983824876735836
GSM425843,stage: IB,-0.7927738201270678,-0.23686031504269678
GSM425844,stage: IB,1.1230203911791852,-0.4737926005567133
GSM425845,stage: IB,-1.1375705694282374,-1.3420469303928275
GSM425846,stage: IB,-1.202848697181473,0.27551596651123095
GSM425847,stage: IB,-0.5481107340246792,-0.5023211093687923
GSM425848,stage: IA,0.11474139437696972,0.5862031515194888
GSM425849,stage: IA,-0.772621063667432,-0.31349293460391053
GSM425850,stage: IA,-0.49780069856236403,-0.37289476117152726
GSM425851,stage: IA,0.17335352534185636,0.510671881613536
GSM425852,stage: IA,0.24935473250586812,0.2029689988969525
GSM425853,stage: IC,-0.454974709245508,0.09965529575183962
GSM425854,stage: IC,-0.8231190293874625,-0.749627398087201
GSM425855,stage: IC,-0.8626507118337908,-1.0853969333088183
GSM425856,stage: IC,-0.6493056504434965,0.26393403142687555
GSM425857,stage: IC,-0.4416316609477681,-0.7449733076085183
GSM425858,stage: IC,-0.6261460098604268,-0.8289245732659812
GSM425859,stage: IC,-0.10075933761652169,0.31548430077472817
GSM425860,stage: IC,-0.6292744959153236,-0.7455772735484999
GSM425861,stage: IC,-1.3194981136170594,-1.0487681754193376
GSM425862,stage: IC,-0.39839664695235694,0.47553527486989206
GSM425863,stage: IB,-0.9572901786746795,-0.39776394693548156
GSM425864,stage: IB,0.700895868188959,1.5234872355546938
GSM425865,stage: IB,1.0289226056693566,1.6304247343396971
GSM425866,stage: IB,-0.8793875594914367,-0.6207339610134488
GSM425867,stage: IB,-0.3362912241381864,-0.5405486006288138
GSM425868,stage: IB,1.3915395652902922,2.293792500889062
GSM425869,stage: IB,-0.0757093397352631,0.7319010526880265
GSM425870,stage: IB,-0.782360272905468,-0.5156794148648587
GSM425871,stage: IB,-0.9774097709711886,-1.337641531771784
GSM425872,stage: IB,-0.21161608022608044,0.16332041130756217
GSM425873,stage: IB,-1.1309487915240566,-1.1564162223690255
GSM425874,stage: IA,1.231445095159495,1.4135654344780146
GSM425875,stage: IA,-0.5626145280318334,-0.5088226250756543
GSM425876,stage: IA,-0.5877971825655963,-0.5954739737589184
GSM425877,stage: IA,-0.3693780042170068,0.11049115526327671
GSM425878,stage: IA,-0.09352955005502867,1.4713330002668579
GSM425879,stage: IA,0.20393088374413382,0.37456638066823805
GSM425880,stage: IA,-0.8466434757649197,0.2725316642195563
GSM425881,stage: IA,-1.0140561712255451,-0.6694775651107998
GSM425882,stage: IA,-0.538393634228728,-0.10036401260682187
GSM425883,stage: IA,0.7456011600829611,-1.515989121107571
GSM425884,stage: IA,-0.7929396409426985,-1.3729913029648333
GSM425885,stage: IA,1.6974458059655713,0.5827214655125351
GSM425886,stage: IC,0.4753353400472121,0.5911414612640453
GSM425887,stage: IC,-0.6768208511171296,-0.6269512574544374
GSM425888,stage: IC,-1.166898744352765,-0.633275136120129
GSM425889,stage: IC,-0.9136903588848808,0.637327091968532
GSM425890,stage: IC,0.04708650159969656,-0.6426898993021973
GSM425891,stage: IC,-0.47030760733081495,1.415199695256789
GSM425892,stage: IC,0.613806775819782,1.758536568432296
GSM425893,stage: IB,-0.022281872939092912,-0.2158280893680384
GSM425894,stage: IB,0.3415621607175087,0.8791976872271051
GSM425895,stage: IB,-0.15523700291168588,0.5701802904058554
GSM425896,stage: IB,0.5087316523152096,1.1727606614664692
GSM425897,stage: IB,0.24321936232753755,-1.1687087056180656
GSM425898,stage: IB,-0.7738370829820563,0.6983276519066888
GSM425899,stage: IB,-0.3126672852713508,-0.17522026175632457
GSM425900,stage: IB,-0.5999684304328805,-0.9226103487796207
GSM425901,stage: IB,0.028846211880333317,0.5539442648428164
GSM425902,stage: IB,-0.9036747816207943,0.7757418744490551
GSM425903,stage: IB,-0.46956694102099805,-0.6434715022833503
GSM425904,stage: IB,-0.6129577276572752,-0.6309303271766705
GSM425905,stage: IB,0.13916127315883256,-0.34042271004545016
GSM425906,stage: IB,-0.31644799986772804,-0.6175720216806032
GSM425907,stage: IA,0.742152087117845,0.8202221895582986
GSM425908,stage: IA,0.29850402225877,0.4699574717771193
GSM425909,stage: IA,0.0429188717668482,1.6204415326258814
GSM425910,stage: IA,-0.7196247309919014,-0.3976928921190132
GSM425911,stage: IA,-0.465211380930435,0.05268806206620007
GSM425912,stage: IA,-0.9185654908644197,-0.9719579188169525
GSM425913,stage: IA,0.40810052666953694,-1.1513002755832977
GSM425914,stage: IA,-0.3180177702556975,-0.7616711894786012
GSM425915,stage: IA,-0.5096624142404709,1.0850079631279437
GSM425916,stage: IB,0.10991048128159937,-1.8818858985118072
GSM425917,stage: IA,1.8430807009733816,-1.371001768103717
GSM425918,stage: IB,0.38486350303917216,-1.1385104086189781
GSM425919,stage: IA,-0.916973611034366,-1.4427671327368425
GSM425920,stage: IA,0.8033068039224008,1.536490266968418
GSM425921,stage: IB,2.522227488190996,-0.41662900070785247
GSM425922,stage: IA,5.193457116625965,0.13717223884717666
GSM425923,stage: IB,0.6642605226556444,-1.0951669705732292
GSM425924,stage: I,0.6958770248358731,-1.283178014948724
GSM425925,stage: IB,-0.4952249485595686,-0.5775326326006373
GSM425926,stage: IB,1.0477045767197792,1.4330344541903677
GSM425927,stage: IB,-0.7772640465050883,-0.47297547016732616
GSM425928,stage: n/a,2.0384507859493226,-0.43048468991919875
GSM425929,stage: n/a,0.4299114912854772,-0.6210181802793231
GSM425930,stage: n/a,0.5307968755151179,0.30081148117399553
GSM425931,stage: n/a,1.1074442892309533,1.0963767337628951
GSM425932,stage: n/a,1.5682271717051872,1.1186879461339847
GSM425933,stage: n/a,2.0563483793163813,1.4048612194606314
GSM425934,stage: n/a,0.298028669253962,-0.25824781479969744
GSM425935,stage: n/a,1.0750650112988231,0.16218353424406773
GSM425936,stage: n/a,1.7326772019265475,0.8053362055081604
GSM425937,stage: n/a,1.638037735085658,0.856744365223078
GSM425938,stage: n/a,0.5598265729715096,-0.33470279731974023
GSM425939,stage: n/a,1.4716199645188162,0.9716755308607801
